grid,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,color4_h,color4_s,color4_v,repeated_colour
"Grid19(25,13)",247,91,65,243,69,50,250,50,100,228,65,69,India Green
"Grid19(26,13)",243,87,99,248,86,68,246,60,85,129,51,19,India Green
"Grid19(27,13)",243,77,54,240,98,82,245,56,64,196,35,56,India Green
"Grid19(28,13)",240,89,81,241,80,88,253,94,76,302,70,39,India Green
"Grid19(29,13)",243,98,99,248,89,64,251,59,99,35,88,94,India Green
"Grid19(30,13)",243,63,72,251,66,59,249,85,73,61,90,66,India Green
"Grid19(31,13)",247,100,99,252,79,55,252,76,68,102,51,84,India Green
"Grid19(32,13)",250,57,81,250,88,50,251,74,91,5,18,70,India Green
"Grid19(33,13)",240,83,96,246,62,66,254,94,66,233,18,11,India Green
"Grid19(34,13)",254,95,88,247,100,81,251,74,94,261,34,71,India Green
"Grid19(0,14)",247,78,100,247,100,58,240,55,99,182,100,90,India Green
"Grid19(1,14)",248,80,52,253,96,59,243,69,82,65,64,96,India Green
"Grid19(2,14)",244,64,82,254,82,81,250,73,59,109,41,37,India Green
"Grid19(3,14)",242,76,91,253,50,89,243,92,80,340,23,17,India Green
"Grid19(4,14)",246,71,99,252,65,56,246,75,100,311,63,20,India Green
"Grid19(5,14)",240,55,72,252,99,67,249,70,78,61,74,55,India Green
"Grid19(6,14)",247,54,92,244,87,52,243,53,84,243,85,37,India Green
"Grid19(7,14)",254,89,54,253,55,52,244,92,74,89,65,41,India Green
"Grid19(8,14)",243,79,68,254,61,71,245,69,68,186,48,60,India Green
"Grid19(9,14)",251,54,68,251,88,96,248,60,90,237,68,20,India Green
"Grid19(10,14)",245,59,84,253,81,83,252,81,91,172,42,6,India Green
"Grid19(11,14)",244,66,56,248,93,58,241,51,95,18,66,89,India Green
"Grid19(12,14)",245,63,82,243,91,65,248,60,54,38,31,94,India Green
"Grid19(13,14)",253,70,71,252,66,90,254,81,51,296,51,77,India Green
"Grid19(14,14)",250,99,96,245,56,83,244,58,53,324,32,69,India Green
"Grid19(15,14)",242,61,74,244,72,66,248,65,57,305,92,77,India Green
"Grid19(16,14)",245,64,95,249,56,99,248,78,62,284,13,62,India Green
"Grid19(17,14)",242,97,76,241,51,99,242,74,63,28,50,33,India Green
"Grid19(18,14)",250,57,71,254,55,99,247,58,84,210,66,98,India Green
"Grid19(19,14)",243,97,89,244,93,70,254,59,77,340,47,30,India Green
"Grid19(20,14)",246,71,81,244,90,88,248,82,86,141,53,73,India Green
"Grid19(21,14)",251,83,90,247,86,86,251,67,85,317,92,61,India Green
"Grid19(22,14)",244,56,86,240,93,99,254,61,55,19,97,18,India Green
"Grid19(23,14)",247,61,61,251,92,98,254,82,58,221,96,38,India Green
"Grid19(24,14)",248,59,98,247,88,59,254,70,56,224,92,76,India Green
"Grid19(25,14)",241,84,73,252,72,81,252,63,97,264,72,84,India Green
"Grid19(26,14)",250,81,92,243,81,53,253,65,76,193,45,55,India Green
"Grid19(27,14)",249,70,94,241,56,63,244,59,70,255,39,27,India Green
"Grid19(28,14)",241,64,100,243,94,96,247,65,86,196,50,85,India Green
"Grid19(29,14)",249,51,68,242,93,68,243,81,75,178,13,56,India Green
"Grid19(30,14)",252,54,62,243,55,68,244,63,54,106,97,78,India Green
"Grid19(31,14)",243,53,93,242,91,61,247,53,99,219,28,56,India Green
"Grid19(32,14)",242,57,72,249,80,51,251,84,73,11,55,81,India Green
"Grid19(33,14)",248,62,77,242,54,97,250,97,54,94,31,26,India Green
"Grid19(34,14)",240,100,50,244,98,91,240,89,53,359,28,48,India Green
"Grid19(0,15)",240,87,99,245,83,64,247,84,69,225,30,1,India Green
"Grid19(1,15)",241,60,83,252,62,52,241,92,65,73,43,63,India Green
"Grid19(2,15)",245,60,52,250,57,80,248,89,69,352,73,6,India Green
"Grid19(3,15)",240,82,77,243,75,79,249,75,63,71,88,44,India Green
"Grid19(4,15)",249,62,55,242,59,53,243,95,59,71,55,39,India Green
"Grid19(5,15)",253,56,50,246,94,74,252,54,52,116,63,96,India Green
"Grid19(6,15)",244,99,79,247,98,93,244,68,85,192,21,6,India Green
"Grid19(7,15)",245,71,82,251,55,94,249,92,63,357,16,63,India Green
"Grid19(8,15)",251,99,92,242,71,72,242,95,77,285,27,30,India Green
"Grid19(9,15)",247,91,66,242,90,59,249,100,68,28,29,32,India Green
"Grid19(10,15)",240,83,61,246,52,93,244,67,65,204,16,42,India Green
"Grid19(11,15)",250,72,57,253,90,69,244,89,71,153,11,71,India Green
"Grid19(12,15)",252,69,87,252,65,76,240,54,80,325,55,62,India Green
"Grid19(13,15)",242,60,56,248,56,82,254,100,74,138,93,80,India Green
"Grid19(14,15)",245,57,72,241,56,50,242,91,71,282,14,6,India Green
"Grid19(15,15)",254,97,82,249,84,98,240,56,60,4,58,1,India Green
"Grid19(16,15)",250,98,66,247,90,51,245,85,73,12,40,20,India Green
"Grid19(17,15)",248,67,90,241,67,72,244,71,55,101,70,88,India Green
"Grid19(18,15)",253,93,52,245,66,50,253,73,54,161,35,96,India Green
"Grid19(19,15)",253,87,91,240,93,66,246,63,63,248,36,23,India Green
"Grid19(20,15)",253,91,72,247,68,60,251,79,54,359,11,24,India Green
"Grid19(21,15)",247,66,52,250,50,88,246,56,77,202,17,35,India Green
"Grid19(22,15)",241,84,94,249,62,78,243,55,78,266,19,37,India Green
"Grid19(23,15)",252,76,81,244,91,86,244,72,85,97,54,98,India Green
"Grid19(24,15)",242,61,93,248,62,63,241,97,93,5,76,98,India Green
"Grid19(25,15)",248,75,52,242,66,76,254,79,77,135,19,61,India Green
"Grid19(26,15)",243,72,92,244,50,55,240,52,80,290,47,89,India Green
"Grid19(27,15)",250,93,72,243,98,85,244,96,75,29,54,15,India Green
"Grid19(28,15)",253,88,87,246,62,76,251,63,78,194,57,73,India Green
"Grid19(29,15)",251,65,52,245,87,94,241,70,64,71,20,98,India Green
"Grid19(30,15)",244,100,75,248,75,86,250,60,100,187,41,41,India Green
"Grid19(31,15)",240,50,59,244,60,95,246,96,79,48,22,24,India Green
"Grid19(32,15)",251,85,80,251,97,95,243,65,54,239,65,66,India Green
"Grid19(33,15)",245,87,52,253,98,87,247,65,93,257,18,47,India Green
"Grid19(34,15)",240,61,95,246,53,56,249,81,75,102,65,15,India Green
"Grid19(0,16)",245,57,63,252,89,82,250,85,61,178,53,72,India Green
"Grid19(1,16)",241,65,94,244,85,53,243,94,70,217,13,70,India Green
"Grid19(2,16)",242,91,89,244,62,82,243,90,72,307,20,75,India Green
"Grid19(3,16)",246,93,91,249,59,99,243,68,81,127,54,2,India Green
"Grid19(4,16)",240,62,87,248,87,70,252,98,68,345,44,16,India Green
"Grid19(5,16)",251,57,81,247,72,56,245,63,53,359,64,23,India Green
"Grid19(6,16)",247,68,84,245,82,55,240,69,87,113,65,80,India Green
"Grid19(7,16)",242,57,60,250,59,62,248,81,91,278,68,65,India Green
"Grid19(8,16)",253,68,56,245,99,61,248,50,59,260,97,28,India Green
"Grid19(9,16)",244,74,56,247,96,61,249,99,85,76,8,40,India Green
"Grid19(10,16)",254,65,96,246,92,83,242,96,70,334,53,67,India Green
"Grid19(11,16)",248,79,65,254,58,95,242,78,82,320,77,90,India Green
"Grid19(12,16)",243,76,97,254,62,79,247,60,75,89,52,49,India Green
"Grid19(13,16)",253,94,69,249,79,54,241,92,70,324,96,67,India Green
"Grid19(14,16)",244,85,78,248,53,59,243,97,67,154,40,28,India Green
"Grid19(15,16)",254,58,88,244,83,51,252,72,92,210,42,59,India Green
"Grid19(16,16)",243,100,57,246,75,88,240,91,81,294,24,56,India Green
"Grid19(17,16)",244,59,61,246,82,100,245,70,67,43,84,91,India Green
"Grid19(18,16)",249,76,66,254,58,57,248,96,76,177,13,11,India Green
"Grid19(19,16)",253,90,80,243,84,85,245,82,96,86,0,90,India Green
"Grid19(20,16)",251,69,91,245,80,69,242,69,74,319,89,44,India Green
"Grid19(21,16)",245,61,90,251,60,77,253,52,82,318,1,93,India Green
"Grid19(22,16)",249,69,75,242,67,85,253,54,70,165,85,99,India Green
"Grid19(23,16)",247,56,97,241,53,64,240,83,57,90,87,70,India Green
"Grid19(24,16)",252,53,84,243,52,91,241,58,87,147,100,74,India Green
"Grid19(25,16)",248,95,97,240,71,52,251,70,83,339,15,42,India Green
"Grid19(26,16)",245,63,83,248,94,97,242,79,82,198,91,66,India Green
"Grid19(27,16)",249,82,97,252,94,93,240,80,70,14,42,37,India Green
"Grid19(28,16)",241,73,61,252,70,86,240,81,66,309,31,51,India Green
"Grid19(29,16)",244,89,68,248,94,64,243,63,67,232,52,5,India Green
"Grid19(30,16)",247,52,100,243,71,70,249,88,68,241,43,56,India Green
"Grid19(31,16)",240,89,100,251,98,71,247,84,89,46,29,41,India Green
"Grid19(32,16)",242,77,72,244,88,100,254,100,74,37,13,30,India Green
"Grid19(33,16)",246,64,95,244,80,52,251,62,56,48,50,68,India Green
"Grid19(34,16)",252,89,100,253,84,90,253,70,55,229,85,54,India Green
"Grid19(0,17)",241,85,59,244,52,61,247,56,83,337,19,7,India Green
"Grid19(1,17)",248,61,62,246,62,82,247,64,71,255,56,28,India Green
"Grid19(2,17)",240,79,65,243,67,85,252,88,64,120,0,31,India Green
"Grid19(3,17)",250,92,59,242,98,71,248,98,70,14,21,11,India Green
"Grid19(4,17)",253,94,62,246,53,96,251,59,97,330,10,21,India Green
"Grid19(5,17)",249,91,66,251,72,65,248,73,92,111,57,69,India Green
"Grid19(6,17)",241,70,81,253,88,53,254,66,97,338,72,27,India Green
"Grid19(7,17)",254,54,73,248,60,69,241,74,74,100,1,82,India Green
"Grid19(8,17)",252,97,80,242,94,66,244,72,54,240,48,95,India Green
"Grid19(9,17)",243,64,79,247,89,94,250,84,97,17,71,66,India Green
"Grid19(10,17)",251,83,70,247,76,85,248,54,93,296,3,10,India Green
"Grid19(11,17)",251,51,78,247,66,74,254,85,73,258,29,37,India Green
"Grid19(12,17)",250,87,56,251,58,78,241,88,70,17,52,44,India Green
"Grid19(13,17)",249,51,74,246,80,91,240,85,89,54,81,99,India Green
"Grid19(14,17)",240,56,85,241,98,93,252,50,64,73,15,21,India Green
"Grid19(15,17)",250,84,52,250,61,69,253,90,53,119,98,96,India Green
"Grid19(16,17)",240,91,88,250,76,98,244,54,83,330,7,16,India Green
"Grid19(17,17)",250,73,76,243,92,71,253,61,81,73,69,94,India Green
"Grid19(18,17)",241,97,51,251,77,60,246,92,70,58,75,78,India Green
"Grid19(19,17)",240,61,67,241,69,85,248,54,57,288,57,23,India Green
"Grid19(20,17)",248,52,56,247,76,77,251,69,81,45,100,33,India Green
"Grid19(21,17)",253,53,54,242,66,89,242,88,96,78,19,89,India Green
"Grid19(22,17)",253,62,61,241,64,79,243,100,59,127,98,0,India Green
"Grid19(23,17)",249,93,82,245,75,79,242,75,58,0,62,53,India Green
"Grid19(24,17)",243,79,88,243,78,60,249,53,72,128,0,50,India Green
"Grid19(25,17)",243,85,56,247,72,68,246,65,71,130,68,63,India Green
"Grid19(26,17)",246,98,50,241,69,62,247,70,67,13,50,31,India Green
"Grid19(27,17)",248,69,68,247,73,97,249,76,50,287,69,8,India Green
"Grid19(28,17)",240,83,96,250,69,97,240,71,89,311,89,7,India Green
"Grid19(29,17)",245,87,84,241,69,91,254,67,54,56,41,74,India Green
"Grid19(30,17)",243,71,78,240,50,75,251,51,81,250,47,56,India Green
"Grid19(31,17)",245,89,95,240,96,91,251,70,99,28,64,95,India Green
"Grid19(32,17)",252,64,94,254,94,90,244,68,94,268,44,28,India Green
"Grid19(33,17)",251,94,96,241,91,94,254,85,87,112,77,86,India Green
"Grid19(34,17)",252,62,78,241,93,80,240,77,69,183,57,28,India Green
"Grid19(0,18)",249,54,82,241,65,87,243,96,58,110,1,1,India Green
"Grid19(1,18)",251,82,90,245,72,99,250,63,70,84,84,34,India Green
"Grid19(2,18)",252,88,71,242,95,77,252,77,81,30,14,35,India Green
"Grid19(3,18)",246,71,96,247,79,86,247,71,60,286,94,18,India Green
"Grid19(4,18)",254,62,76,247,74,93,245,52,82,272,89,31,India Green
"Grid19(5,18)",246,62,67,251,88,63,248,86,69,298,3,48,India Green
"Grid19(6,18)",247,93,83,250,84,59,242,76,88,330,80,14,India Green
"Grid19(7,18)",248,90,85,245,56,79,249,58,60,103,89,81,India Green
"Grid19(8,18)",247,77,82,252,98,96,243,57,69,311,84,14,India Green
"Grid19(9,18)",254,80,84,246,54,95,252,78,50,160,77,55,India Green
"Grid19(10,18)",244,50,82,253,91,71,246,83,84,6,6,40,India Green
"Grid19(11,18)",247,89,72,241,75,89,249,89,75,55,79,97,India Green
"Grid19(12,18)",247,56,90,242,80,90,244,85,51,308,36,47,India Green
"Grid19(13,18)",251,100,82,242,97,83,240,50,67,11,61,73,India Green
"Grid19(14,18)",253,55,98,247,83,63,251,53,73,287,44,33,India Green
"Grid19(15,18)",252,99,69,240,74,70,241,95,82,138,71,53,India Green
"Grid19(16,18)",253,74,63,250,55,60,242,60,94,331,12,7,India Green
"Grid19(17,18)",252,79,61,241,58,89,252,84,54,294,18,100,India Green
"Grid19(18,18)",248,94,77,241,92,81,254,89,78,262,18,5,India Green
"Grid19(19,18)",252,78,84,243,79,53,242,63,67,45,72,92,India Green
"Grid19(20,18)",252,94,90,242,60,63,241,60,98,40,55,7,India Green
"Grid19(21,18)",244,64,92,242,59,93,242,57,67,233,66,92,India Green
"Grid19(22,18)",252,99,58,242,64,65,254,86,55,7,76,42,India Green
"Grid19(23,18)",252,81,70,251,78,75,244,89,84,287,86,92,India Green
"Grid19(24,18)",246,70,72,242,82,75,250,63,65,199,69,31,India Green
"Grid19(25,18)",245,82,68,240,51,72,253,93,99,261,39,0,India Green
"Grid19(26,18)",243,59,82,253,55,60,245,77,90,105,18,47,India Green
"Grid19(27,18)",251,70,81,245,54,70,248,50,91,190,33,31,India Green
"Grid19(28,18)",241,91,72,249,61,65,252,67,98,43,31,96,India Green
"Grid19(29,18)",241,80,81,244,94,83,251,85,73,79,46,39,India Green
"Grid19(30,18)",253,53,93,240,85,90,254,96,70,37,14,18,India Green
"Grid19(31,18)",241,84,80,243,85,65,245,98,64,116,88,5,India Green
"Grid19(32,18)",252,67,73,244,55,75,250,90,57,234,73,94,India Green
"Grid19(33,18)",250,87,77,254,51,79,243,69,89,244,13,42,India Green
"Grid19(34,18)",251,73,97,251,56,93,250,53,91,326,3,69,India Green
"Grid19(0,19)",247,62,78,252,54,90,249,86,90,110,73,92,India Green
"Grid19(1,19)",251,58,81,244,85,61,241,75,90,179,84,85,India Green
"Grid19(2,19)",247,62,79,249,71,87,253,65,95,8,2,78,India Green
"Grid19(3,19)",248,71,81,241,94,86,252,73,95,15,81,33,India Green
"Grid19(4,19)",246,96,59,250,76,71,249,82,90,125,77,7,India Green
"Grid19(5,19)",242,80,63,254,91,71,245,74,82,345,8,27,India Green
"Grid19(6,19)",246,96,62,245,50,82,241,63,85,95,74,51,India Green
"Grid19(7,19)",246,56,84,247,58,65,243,70,95,87,8,15,India Green
"Grid19(8,19)",245,96,56,251,53,55,245,82,85,216,15,53,India Green
"Grid19(9,19)",245,50,50,252,75,97,254,52,90,1,42,76,India Green
"Grid19(10,19)",253,100,100,247,58,99,251,54,72,319,64,60,India Green
"Grid19(11,19)",252,74,79,249,77,87,248,84,59,39,44,43,India Green
"Grid19(12,19)",251,91,91,246,78,77,246,77,54,93,24,15,India Green
"Grid19(13,19)",249,92,77,242,67,96,247,62,77,244,77,88,India Green
"Grid19(14,19)",254,90,83,249,62,82,252,88,53,351,4,91,India Green
"Grid19(15,19)",242,50,91,247,57,80,241,79,73,45,60,78,India Green
"Grid19(16,19)",251,63,96,240,100,60,241,95,54,182,61,61,India Green
"Grid19(17,19)",241,82,81,245,61,64,247,61,57,167,15,89,India Green
"Grid19(18,19)",251,58,73,242,97,96,240,94,96,74,5,29,India Green
"Grid19(19,19)",243,79,52,240,98,98,245,86,99,50,80,95,India Green
"Grid19(20,19)",244,55,73,245,57,95,242,71,77,180,67,55,India Green
"Grid19(21,19)",248,61,67,250,80,81,243,96,100,288,44,58,India Green
"Grid19(22,19)",244,76,87,252,83,51,249,70,93,262,71,66,India Green
"Grid19(23,19)",246,63,64,241,87,74,246,67,53,245,52,17,India Green
"Grid19(24,19)",248,95,99,250,83,93,245,50,75,271,27,24,India Green
"Grid19(25,19)",247,86,74,251,61,66,241,99,61,218,91,6,India Green
"Grid19(26,19)",243,66,93,253,72,54,251,83,61,351,58,5,India Green
"Grid19(27,19)",250,58,76,253,82,91,254,98,94,300,74,34,India Green
"Grid19(28,19)",246,59,83,247,51,98,240,66,78,176,93,95,India Green
"Grid19(29,19)",245,52,57,246,68,51,241,53,69,250,42,48,India Green
"Grid19(30,19)",252,62,51,246,80,75,252,83,70,37,49,87,India Green
"Grid19(31,19)",243,74,89,244,67,56,254,60,92,26,18,39,India Green
"Grid19(32,19)",253,95,96,244,65,81,245,70,93,317,6,53,India Green
"Grid19(33,19)",242,60,53,251,77,61,247,93,60,148,59,9,India Green
"Grid19(34,19)",252,61,76,245,100,65,253,61,59,25,55,11,India Green
"Grid19(0,20)",242,55,64,242,65,97,248,80,58,287,54,33,India Green
"Grid19(1,20)",243,81,58,241,75,61,254,78,52,132,91,30,India Green
"Grid19(2,20)",253,90,69,249,55,99,254,67,74,194,6,56,India Green
"Grid19(3,20)",253,91,92,242,97,86,251,100,100,279,46,5,India Green
"Grid19(4,20)",246,83,75,241,89,83,243,60,77,257,39,80,India Green
"Grid19(5,20)",241,87,70,244,98,71,244,52,78,307,5,66,India Green
"Grid19(6,20)",246,68,57,253,67,68,244,65,93,248,34,19,India Green
"Grid19(7,20)",248,88,96,253,63,82,252,72,57,353,74,62,India Green
"Grid19(8,20)",251,52,74,245,77,88,242,56,80,175,99,98,India Green
"Grid19(9,20)",245,50,97,250,93,87,250,94,78,78,62,48,India Green
"Grid19(10,20)",243,99,71,249,62,67,254,99,89,288,46,30,India Green
"Grid19(11,20)",240,63,83,252,77,91,242,64,85,136,12,14,India Green
"Grid19(12,20)",243,95,70,242,71,65,247,63,60,122,88,57,India Green
"Grid19(13,20)",250,84,97,248,76,92,245,74,95,345,14,42,India Green
"Grid19(14,20)",244,87,76,242,73,62,243,89,93,288,84,13,India Green
"Grid19(15,20)",247,88,60,240,82,52,240,55,78,206,58,93,India Green
"Grid19(16,20)",253,95,94,248,64,60,240,98,68,84,14,22,India Green
"Grid19(17,20)",245,93,53,247,94,84,250,92,93,200,80,80,India Green
"Grid19(18,20)",254,80,70,241,61,98,247,94,54,143,42,30,India Green
"Grid19(19,20)",254,91,79,245,79,75,253,71,100,359,65,13,India Green
"Grid19(20,20)",254,98,74,242,100,77,252,53,89,119,27,22,India Green
"Grid19(21,20)",241,64,78,244,61,100,243,100,98,305,71,88,India Green
"Grid19(22,20)",243,58,50,248,75,84,241,71,77,171,26,45,India Green
"Grid19(23,20)",246,78,90,246,85,99,242,92,64,303,14,90,India Green
"Grid19(24,20)",240,80,78,250,95,64,241,76,96,23,14,6,India Green
"Grid19(25,20)",243,69,71,240,97,70,242,79,64,89,24,79,India Green
"Grid19(26,20)",249,73,63,248,89,86,244,62,85,252,76,2,India Green
"Grid19(27,20)",248,93,92,245,92,75,245,89,70,357,33,15,India Green
"Grid19(28,20)",252,56,90,244,74,76,246,79,64,215,13,45,India Green
"Grid19(29,20)",249,69,67,253,93,99,246,62,62,328,88,22,India Green
"Grid19(30,20)",249,88,87,243,67,59,253,80,88,234,54,8,India Green
"Grid19(31,20)",248,89,88,249,57,81,245,97,59,147,22,68,India Green
"Grid19(32,20)",251,75,62,241,92,57,247,66,84,155,64,45,India Green
"Grid19(33,20)",254,73,69,246,73,68,240,65,55,132,98,90,India Green
"Grid19(34,20)",251,58,54,254,77,65,244,67,77,91,57,93,India Green
"Grid19(0,21)",250,99,92,245,51,79,253,91,84,14,50,0,India Green
"Grid19(1,21)",242,68,51,242,64,69,244,68,78,149,9,67,India Green
"Grid19(2,21)",247,84,75,254,96,100,241,79,60,52,36,50,India Green
"Grid19(3,21)",243,73,62,250,64,93,243,68,83,340,100,90,India Green
"Grid19(4,21)",246,52,79,246,58,56,252,69,96,154,25,53,India Green
"Grid19(5,21)",242,54,96,241,70,81,242,79,61,122,59,34,India Green
"Grid19(6,21)",250,75,63,253,81,78,249,61,57,342,89,70,India Green
"Grid19(7,21)",252,77,100,242,76,79,254,84,56,14,6,70,India Green
"Grid19(8,21)",248,51,60,250,84,89,240,61,63,150,53,29,India Green
"Grid19(9,21)",253,85,95,240,99,71,245,89,77,104,100,51,India Green
"Grid19(10,21)",251,83,68,243,63,87,252,100,91,226,32,12,India Green
"Grid19(11,21)",251,94,64,242,60,53,241,85,76,98,76,10,India Green
"Grid19(12,21)",254,74,77,240,50,70,244,92,58,350,84,72,India Green
"Grid19(13,21)",244,96,53,245,52,54,241,73,87,214,22,2,India Green
"Grid19(14,21)",242,78,57,241,87,93,251,62,64,75,48,14,India Green
"Grid19(15,21)",240,99,94,245,92,94,249,63,77,71,91,48,India Green
"Grid19(16,21)",246,98,64,249,87,81,250,55,88,130,55,32,India Green
"Grid19(17,21)",242,83,76,240,95,98,241,69,66,50,22,17,India Green
"Grid19(18,21)",251,94,68,246,89,59,253,62,75,318,43,2,India Green
"Grid19(19,21)",253,71,62,244,60,54,246,99,83,215,53,78,India Green
"Grid19(20,21)",242,52,78,247,92,64,240,60,87,58,76,49,India Green
"Grid19(21,21)",250,65,92,242,77,69,248,98,86,189,95,45,India Green
"Grid19(22,21)",244,62,71,246,79,73,253,75,73,10,4,76,India Green
"Grid19(23,21)",252,79,51,241,91,73,251,98,92,152,77,99,India Green
"Grid19(24,21)",253,95,65,250,84,73,250,75,60,198,6,12,India Green
"Grid19(25,21)",245,84,75,247,98,72,246,82,85,251,4,78,India Green
"Grid19(26,21)",251,53,96,250,76,58,254,52,100,233,6,65,India Green
"Grid19(27,21)",252,95,61,241,66,76,241,76,52,49,0,93,India Green
"Grid19(28,21)",250,68,89,253,89,100,242,72,89,332,97,81,India Green
"Grid19(29,21)",240,56,91,247,62,98,247,77,68,297,61,68,India Green
"Grid19(30,21)",250,98,71,245,74,76,254,98,77,133,83,56,India Green
"Grid19(31,21)",253,94,66,253,98,76,242,55,64,271,36,83,India Green
"Grid19(32,21)",240,95,87,252,59,89,252,64,57,337,59,46,India Green
"Grid19(33,21)",245,53,98,249,83,72,250,81,80,316,56,16,India Green
"Grid19(34,21)",248,73,67,248,71,56,252,81,93,317,71,55,India Green
"Grid19(0,22)",252,76,50,247,56,95,248,96,82,143,85,77,India Green
"Grid19(1,22)",247,57,51,243,93,73,247,81,90,268,32,57,India Green
"Grid19(2,22)",253,66,53,240,59,85,243,59,71,25,94,33,India Green
"Grid19(3,22)",247,81,81,253,84,68,240,53,57,265,21,31,India Green
"Grid19(4,22)",249,69,67,254,78,96,246,65,96,174,12,83,India Green
"Grid19(5,22)",247,97,59,240,58,58,240,72,99,16,74,14,India Green
"Grid19(6,22)",247,84,66,246,86,100,249,82,73,56,53,38,India Green
"Grid19(7,22)",252,93,63,242,98,85,244,63,68,41,20,1,India Green
"Grid19(8,22)",251,97,78,242,53,100,245,91,99,330,76,5,India Green
"Grid19(9,22)",245,74,62,252,92,94,254,63,87,141,12,76,India Green
"Grid19(10,22)",254,65,52,250,96,60,248,92,100,348,69,50,India Green
"Grid19(11,22)",242,90,83,247,90,67,243,97,90,94,81,22,India Green
"Grid19(12,22)",242,67,89,247,78,69,241,95,90,164,67,27,India Green
"Grid19(13,22)",242,70,65,248,91,85,240,89,100,83,51,59,India Green
"Grid19(14,22)",240,79,50,243,93,85,252,75,85,225,94,62,India Green
"Grid19(15,22)",242,79,100,250,77,92,244,59,72,332,21,75,India Green
"Grid19(16,22)",254,65,85,253,52,80,253,77,64,62,12,48,India Green
"Grid19(17,22)",241,99,57,253,98,50,245,100,85,325,45,37,India Green
"Grid19(18,22)",250,97,92,243,97,52,249,87,55,317,98,86,India Green
"Grid19(19,22)",252,72,66,250,69,94,253,62,58,243,29,46,India Green
"Grid19(20,22)",251,79,74,243,87,81,249,67,94,289,29,0,India Green
"Grid19(21,22)",244,58,79,241,83,85,243,70,93,268,23,13,India Green
"Grid19(22,22)",247,56,95,249,74,60,240,66,65,165,11,1,India Green
"Grid19(23,22)",240,99,56,250,87,74,241,74,82,71,23,47,India Green
"Grid19(24,22)",240,81,73,241,94,51,250,88,73,331,58,78,India Green
"Grid19(25,22)",244,100,69,247,60,63,248,86,60,47,32,21,India Green
"Grid19(26,22)",246,88,68,242,69,54,242,64,57,215,15,24,India Green
"Grid19(27,22)",251,88,90,240,60,90,249,97,66,51,73,12,India Green
"Grid19(28,22)",250,50,82,247,52,53,253,80,97,347,75,7,India Green
"Grid19(29,22)",247,62,68,251,86,77,252,58,69,265,70,88,India Green
"Grid19(30,22)",240,73,54,241,50,81,252,56,91,142,97,25,India Green
"Grid19(31,22)",250,78,97,240,84,69,254,85,70,224,86,63,India Green
"Grid19(32,22)",248,57,74,245,75,65,244,91,64,176,53,26,India Green
"Grid19(33,22)",251,75,50,240,98,93,248,61,92,14,36,49,India Green
"Grid19(34,22)",241,56,64,246,68,64,243,59,71,304,99,98,India Green
"Grid19(0,23)",252,79,61,240,63,55,247,55,100,356,94,99,India Green
"Grid19(1,23)",253,88,81,250,70,57,247,54,87,0,55,24,India Green
"Grid19(2,23)",248,64,54,254,58,55,240,60,84,266,8,86,India Green
"Grid19(3,23)",252,63,97,242,98,88,247,87,57,298,24,56,India Green
"Grid19(4,23)",249,65,86,248,60,82,253,99,62,360,59,77,India Green
"Grid19(5,23)",248,78,65,252,69,82,243,92,82,284,17,56,India Green
"Grid19(6,23)",240,92,70,252,58,85,241,92,69,293,57,51,India Green
"Grid19(7,23)",247,55,84,253,51,64,246,73,61,170,87,67,India Green
"Grid19(8,23)",245,100,71,254,76,78,252,66,85,231,7,21,India Green
"Grid19(9,23)",242,73,63,240,95,74,253,90,96,196,40,29,India Green
"Grid19(10,23)",248,70,59,249,55,58,250,90,90,153,52,93,India Green
"Grid19(11,23)",252,74,72,245,88,55,243,98,67,46,66,21,India Green
"Grid19(12,23)",240,92,64,245,82,68,245,86,84,21,79,71,India Green
"Grid19(13,23)",245,64,97,245,70,77,249,69,78,127,42,32,India Green
"Grid19(14,23)",240,67,76,240,85,66,252,75,63,166,66,22,India Green
"Grid19(15,23)",251,65,100,251,100,72,241,72,60,1,6,5,India Green
"Grid19(16,23)",242,93,68,243,67,86,241,81,99,118,72,33,India Green
"Grid19(17,23)",253,99,64,249,97,75,240,58,69,156,92,79,India Green
"Grid19(18,23)",254,71,94,246,51,76,248,55,94,88,56,89,India Green
"Grid19(19,23)",245,73,75,253,100,55,254,70,81,32,98,65,India Green
"Grid19(20,23)",251,80,65,248,79,65,253,67,97,262,72,19,India Green
"Grid19(21,23)",253,94,55,253,96,64,241,59,77,357,99,22,India Green
"Grid19(22,23)",240,67,61,252,81,71,243,65,76,67,60,84,India Green
"Grid19(23,23)",250,84,59,244,55,87,244,81,59,159,68,22,India Green
"Grid19(24,23)",248,81,60,250,54,92,253,94,73,305,69,0,India Green
"Grid19(25,23)",249,82,56,245,82,82,247,52,66,125,41,81,India Green
"Grid19(26,23)",247,79,54,242,64,60,252,65,56,274,90,93,India Green
"Grid19(27,23)",252,67,95,252,52,85,250,62,61,302,34,20,India Green
"Grid19(28,23)",245,84,82,240,59,60,246,100,79,102,30,81,India Green
"Grid19(29,23)",253,50,76,241,55,90,252,89,64,206,44,65,India Green
"Grid19(30,23)",251,52,94,240,89,82,240,88,73,85,78,99,India Green
"Grid19(31,23)",247,67,83,249,97,52,246,85,100,354,18,72,India Green
