grid,color1_h,color1_s,color1_v,colour_name,color2_h,color2_s,color2_v,colour_name.1,color3_h,color3_s,color3_v,colour_name.2,color4_h,color4_s,color4_v,colour_name.3,repeated_colour
"Grid17(19,5)",194,60,78,Dollar Bill,181,86,88,Dollar Bill,182,64,54,Dollar Bill,106,54,13,Lawn Green,Dollar Bill
"Grid17(20,5)",183,54,70,Dollar Bill,189,51,79,Dollar Bill,180,65,56,Dollar Bill,171,65,37,Pistachio,Dollar Bill
"Grid17(21,5)",188,52,88,Dollar Bill,192,100,88,Dollar Bill,194,94,76,Dollar Bill,111,10,45,Lawn Green,Dollar Bill
"Grid17(22,5)",191,51,62,Dollar Bill,191,68,89,Dollar Bill,187,81,77,Dollar Bill,1,25,19,Red,Dollar Bill
"Grid17(23,5)",191,86,64,Dollar Bill,180,77,54,Dollar Bill,190,77,97,Dollar Bill,132,56,61,Bright Green,Dollar Bill
"Grid17(24,5)",194,77,61,Dollar Bill,193,100,59,Dollar Bill,186,91,79,Dollar Bill,220,54,92,Dark Pastel Green,Dollar Bill
"Grid17(25,5)",184,58,53,Dollar Bill,193,95,81,Dollar Bill,194,76,100,Dollar Bill,0,40,24,Red,Dollar Bill
"Grid17(26,5)",194,54,95,Dollar Bill,182,88,88,Dollar Bill,183,64,95,Dollar Bill,62,84,81,Yellow,Dollar Bill
"Grid17(27,5)",184,53,88,Dollar Bill,183,95,61,Dollar Bill,181,88,73,Dollar Bill,327,42,3,Rifle Green,Dollar Bill
"Grid17(28,5)",186,58,52,Dollar Bill,187,65,68,Dollar Bill,194,81,76,Dollar Bill,78,26,58,Inchworm,Dollar Bill
"Grid17(29,5)",180,64,50,Dollar Bill,183,68,71,Dollar Bill,188,86,93,Dollar Bill,266,46,46,Blue,Dollar Bill
"Grid17(30,5)",181,85,87,Dollar Bill,194,81,66,Dollar Bill,189,83,79,Dollar Bill,264,80,13,Blue,Dollar Bill
"Grid17(0,6)",183,65,99,Dollar Bill,191,53,90,Dollar Bill,185,74,71,Dollar Bill,350,98,42,Red,Dollar Bill
"Grid17(1,6)",184,79,67,Dollar Bill,183,56,84,Dollar Bill,187,56,63,Dollar Bill,33,18,73,Orange,Dollar Bill
"Grid17(2,6)",188,74,92,Dollar Bill,190,64,95,Dollar Bill,185,78,68,Dollar Bill,215,51,57,Dark Pastel Green,Dollar Bill
"Grid17(3,6)",185,84,51,Dollar Bill,187,55,79,Dollar Bill,184,80,89,Dollar Bill,128,4,92,Bright Green,Dollar Bill
"Grid17(4,6)",190,82,95,Dollar Bill,191,84,79,Dollar Bill,187,83,54,Dollar Bill,47,87,47,Yellow,Dollar Bill
"Grid17(5,6)",188,63,94,Dollar Bill,190,61,70,Dollar Bill,187,86,58,Dollar Bill,275,32,69,Indigo,Dollar Bill
"Grid17(6,6)",181,66,72,Dollar Bill,180,98,66,Dollar Bill,185,89,90,Dollar Bill,93,20,79,Lawn Green,Dollar Bill
"Grid17(7,6)",193,70,91,Dollar Bill,194,94,82,Dollar Bill,182,93,62,Dollar Bill,21,63,2,Orange,Dollar Bill
"Grid17(8,6)",190,51,59,Dollar Bill,183,91,52,Dollar Bill,181,58,59,Dollar Bill,52,51,29,Yellow,Dollar Bill
"Grid17(9,6)",185,67,90,Dollar Bill,190,98,57,Dollar Bill,186,81,51,Dollar Bill,299,72,67,Pink,Dollar Bill
"Grid17(10,6)",193,95,74,Dollar Bill,191,69,85,Dollar Bill,191,100,53,Dollar Bill,201,98,82,Asparagus,Dollar Bill
"Grid17(11,6)",192,93,59,Dollar Bill,185,95,50,Dollar Bill,185,64,84,Dollar Bill,91,68,87,Lawn Green,Dollar Bill
"Grid17(12,6)",192,62,92,Dollar Bill,186,72,62,Dollar Bill,181,53,84,Dollar Bill,98,58,37,Lawn Green,Dollar Bill
"Grid17(13,6)",181,54,51,Dollar Bill,187,100,68,Dollar Bill,181,53,94,Dollar Bill,211,4,30,Dark Pastel Green,Dollar Bill
"Grid17(14,6)",194,70,72,Dollar Bill,181,70,92,Dollar Bill,188,71,51,Dollar Bill,54,23,21,Yellow,Dollar Bill
"Grid17(15,6)",188,74,83,Dollar Bill,182,94,59,Dollar Bill,181,66,74,Dollar Bill,97,6,41,Lawn Green,Dollar Bill
"Grid17(16,6)",189,88,73,Dollar Bill,190,75,90,Dollar Bill,188,65,76,Dollar Bill,274,70,60,Indigo,Dollar Bill
"Grid17(17,6)",185,76,87,Dollar Bill,183,61,95,Dollar Bill,193,59,73,Dollar Bill,102,88,3,Lawn Green,Dollar Bill
"Grid17(18,6)",192,60,76,Dollar Bill,180,70,88,Dollar Bill,184,88,58,Dollar Bill,337,61,56,Green,Dollar Bill
"Grid17(19,6)",182,88,90,Dollar Bill,182,71,50,Dollar Bill,187,67,50,Dollar Bill,269,63,38,Blue,Dollar Bill
"Grid17(20,6)",187,75,85,Dollar Bill,189,89,96,Dollar Bill,192,93,84,Dollar Bill,300,9,56,Dark Olive Green,Dollar Bill
"Grid17(21,6)",180,58,75,Dollar Bill,193,88,50,Dollar Bill,184,89,80,Dollar Bill,41,13,24,Orange,Dollar Bill
"Grid17(22,6)",188,75,62,Dollar Bill,191,90,53,Dollar Bill,186,93,55,Dollar Bill,94,16,76,Lawn Green,Dollar Bill
"Grid17(23,6)",189,55,65,Dollar Bill,183,94,56,Dollar Bill,186,72,56,Dollar Bill,105,71,18,Lawn Green,Dollar Bill
"Grid17(24,6)",193,70,100,Dollar Bill,185,90,87,Dollar Bill,194,97,69,Dollar Bill,112,40,2,Lawn Green,Dollar Bill
"Grid17(25,6)",183,81,56,Dollar Bill,191,70,96,Dollar Bill,183,66,60,Dollar Bill,143,26,59,Celadon,Dollar Bill
"Grid17(26,6)",194,83,62,Dollar Bill,186,50,66,Dollar Bill,185,74,55,Dollar Bill,52,3,43,Yellow,Dollar Bill
"Grid17(27,6)",185,99,83,Dollar Bill,183,70,79,Dollar Bill,193,73,56,Dollar Bill,0,29,28,Red,Dollar Bill
"Grid17(28,6)",194,61,67,Dollar Bill,193,82,52,Dollar Bill,188,65,83,Dollar Bill,170,50,33,Pistachio,Dollar Bill
"Grid17(29,6)",192,87,63,Dollar Bill,193,61,61,Dollar Bill,183,61,89,Dollar Bill,234,49,75,Camouflage Green,Dollar Bill
"Grid17(30,6)",181,72,99,Dollar Bill,191,65,98,Dollar Bill,189,79,80,Dollar Bill,165,13,4,Pistachio,Dollar Bill
"Grid17(0,7)",192,98,84,Dollar Bill,192,72,72,Dollar Bill,186,95,81,Dollar Bill,153,47,26,Pastel Green,Dollar Bill
"Grid17(1,7)",181,64,86,Dollar Bill,188,69,70,Dollar Bill,182,80,66,Dollar Bill,83,67,16,Inchworm,Dollar Bill
"Grid17(2,7)",191,80,50,Dollar Bill,185,50,50,Dollar Bill,188,90,82,Dollar Bill,225,66,47,Camouflage Green,Dollar Bill
"Grid17(3,7)",192,59,71,Dollar Bill,184,85,56,Dollar Bill,192,84,92,Dollar Bill,39,62,20,Orange,Dollar Bill
"Grid17(4,7)",187,84,86,Dollar Bill,187,54,90,Dollar Bill,192,76,76,Dollar Bill,298,77,65,Pink,Dollar Bill
"Grid17(5,7)",181,85,94,Dollar Bill,189,56,87,Dollar Bill,181,98,56,Dollar Bill,96,94,70,Lawn Green,Dollar Bill
"Grid17(6,7)",187,67,64,Dollar Bill,189,90,61,Dollar Bill,184,50,99,Dollar Bill,341,86,21,Green,Dollar Bill
"Grid17(7,7)",180,67,84,Dollar Bill,190,79,95,Dollar Bill,184,72,89,Dollar Bill,163,55,77,Pastel Green,Dollar Bill
"Grid17(8,7)",186,54,90,Dollar Bill,190,54,96,Dollar Bill,191,75,70,Dollar Bill,189,4,14,Dollar Bill,Dollar Bill
"Grid17(9,7)",190,81,78,Dollar Bill,184,61,74,Dollar Bill,187,58,93,Dollar Bill,84,93,38,Inchworm,Dollar Bill
"Grid17(10,7)",181,95,71,Dollar Bill,191,89,50,Dollar Bill,191,66,99,Dollar Bill,306,24,12,Dark Olive Green,Dollar Bill
"Grid17(11,7)",193,61,76,Dollar Bill,185,80,90,Dollar Bill,191,64,55,Dollar Bill,20,15,33,Orange,Dollar Bill
"Grid17(12,7)",191,90,74,Dollar Bill,194,99,76,Dollar Bill,189,74,81,Dollar Bill,193,59,78,Dollar Bill,Dollar Bill
"Grid17(13,7)",182,88,83,Dollar Bill,192,85,86,Dollar Bill,191,55,58,Dollar Bill,351,6,60,Red,Dollar Bill
"Grid17(14,7)",185,60,91,Dollar Bill,185,100,93,Dollar Bill,191,89,60,Dollar Bill,209,1,70,Asparagus,Dollar Bill
"Grid17(15,7)",189,68,72,Dollar Bill,193,60,85,Dollar Bill,189,55,94,Dollar Bill,305,63,72,Dark Olive Green,Dollar Bill
"Grid17(16,7)",183,51,62,Dollar Bill,193,100,54,Dollar Bill,186,66,71,Dollar Bill,72,88,82,Yellow,Dollar Bill
"Grid17(17,7)",193,50,80,Dollar Bill,193,88,95,Dollar Bill,183,82,68,Dollar Bill,243,47,62,India Green,Dollar Bill
"Grid17(18,7)",186,83,55,Dollar Bill,184,83,94,Dollar Bill,187,64,94,Dollar Bill,104,2,68,Lawn Green,Dollar Bill
"Grid17(19,7)",190,51,55,Dollar Bill,192,100,94,Dollar Bill,180,63,71,Dollar Bill,198,42,19,Asparagus,Dollar Bill
"Grid17(20,7)",181,63,93,Dollar Bill,193,86,71,Dollar Bill,193,74,81,Dollar Bill,9,22,4,Red,Dollar Bill
"Grid17(21,7)",181,100,81,Dollar Bill,188,52,72,Dollar Bill,194,53,78,Dollar Bill,345,98,69,RAINBOW,Dollar Bill
"Grid17(22,7)",182,94,83,Dollar Bill,185,96,76,Dollar Bill,189,82,55,Dollar Bill,299,89,16,Pink,Dollar Bill
"Grid17(23,7)",193,54,100,Dollar Bill,191,87,52,Dollar Bill,190,93,58,Dollar Bill,46,35,85,Yellow,Dollar Bill
"Grid17(24,7)",189,67,73,Dollar Bill,193,54,87,Dollar Bill,180,78,93,Dollar Bill,339,15,47,Green,Dollar Bill
"Grid17(25,7)",184,99,81,Dollar Bill,183,68,71,Dollar Bill,183,97,76,Dollar Bill,297,93,59,Pink,Dollar Bill
"Grid17(26,7)",185,62,52,Dollar Bill,192,78,97,Dollar Bill,188,59,65,Dollar Bill,300,57,53,Dark Olive Green,Dollar Bill
"Grid17(27,7)",190,70,89,Dollar Bill,185,74,86,Dollar Bill,190,85,90,Dollar Bill,286,79,90,Pink,Dollar Bill
"Grid17(28,7)",185,61,51,Dollar Bill,188,73,57,Dollar Bill,183,81,76,Dollar Bill,110,4,34,Lawn Green,Dollar Bill
"Grid17(29,7)",183,76,75,Dollar Bill,182,63,83,Dollar Bill,193,100,77,Dollar Bill,29,23,58,Orange,Dollar Bill
"Grid17(30,7)",189,93,96,Dollar Bill,192,58,55,Dollar Bill,191,90,65,Dollar Bill,244,43,64,India Green,Dollar Bill
"Grid17(0,8)",188,50,60,Dollar Bill,185,51,70,Dollar Bill,188,64,63,Dollar Bill,180,81,33,Dollar Bill,Dollar Bill
"Grid17(1,8)",189,61,74,Dollar Bill,186,84,69,Dollar Bill,189,95,75,Dollar Bill,242,48,68,India Green,Dollar Bill
"Grid17(2,8)",192,68,90,Dollar Bill,183,94,90,Dollar Bill,192,56,70,Dollar Bill,58,9,88,Yellow,Dollar Bill
"Grid17(3,8)",184,68,66,Dollar Bill,181,59,70,Dollar Bill,185,94,69,Dollar Bill,19,78,89,Orange,Dollar Bill
"Grid17(4,8)",190,84,51,Dollar Bill,191,93,78,Dollar Bill,194,69,72,Dollar Bill,343,35,90,Green,Dollar Bill
"Grid17(5,8)",192,69,69,Dollar Bill,193,56,98,Dollar Bill,184,68,65,Dollar Bill,99,84,38,Lawn Green,Dollar Bill
"Grid17(6,8)",180,91,61,Dollar Bill,194,77,68,Dollar Bill,191,66,90,Dollar Bill,90,92,22,Lawn Green,Dollar Bill
"Grid17(7,8)",192,71,98,Dollar Bill,189,53,99,Dollar Bill,188,99,91,Dollar Bill,110,43,12,Lawn Green,Dollar Bill
"Grid17(8,8)",189,55,75,Dollar Bill,194,78,52,Dollar Bill,187,67,100,Dollar Bill,134,63,45,Bright Green,Dollar Bill
"Grid17(9,8)",187,52,65,Dollar Bill,186,64,88,Dollar Bill,184,55,51,Dollar Bill,208,13,30,Asparagus,Dollar Bill
"Grid17(10,8)",182,63,87,Dollar Bill,194,57,92,Dollar Bill,181,52,65,Dollar Bill,34,2,2,Orange,Dollar Bill
"Grid17(11,8)",184,75,85,Dollar Bill,187,91,95,Dollar Bill,191,77,86,Dollar Bill,353,55,66,Red,Dollar Bill
"Grid17(12,8)",194,81,50,Dollar Bill,184,58,72,Dollar Bill,182,94,82,Dollar Bill,38,49,38,Orange,Dollar Bill
"Grid17(13,8)",188,68,77,Dollar Bill,180,65,76,Dollar Bill,194,97,87,Dollar Bill,291,99,54,Pink,Dollar Bill
"Grid17(14,8)",192,54,80,Dollar Bill,189,51,55,Dollar Bill,185,92,52,Dollar Bill,219,59,34,Dark Pastel Green,Dollar Bill
"Grid17(15,8)",183,88,99,Dollar Bill,194,74,51,Dollar Bill,181,100,75,Dollar Bill,103,4,98,Lawn Green,Dollar Bill
"Grid17(16,8)",192,69,62,Dollar Bill,188,52,59,Dollar Bill,184,57,80,Dollar Bill,309,97,42,Dark Olive Green,Dollar Bill
"Grid17(17,8)",186,86,85,Dollar Bill,182,63,66,Dollar Bill,182,99,100,Dollar Bill,6,54,36,Red,Dollar Bill
"Grid17(18,8)",181,97,54,Dollar Bill,190,71,50,Dollar Bill,185,87,80,Dollar Bill,136,43,19,Celadon,Dollar Bill
"Grid17(19,8)",194,93,59,Dollar Bill,185,85,72,Dollar Bill,182,89,95,Dollar Bill,182,95,56,Dollar Bill,Dollar Bill
"Grid17(20,8)",190,92,94,Dollar Bill,180,67,91,Dollar Bill,188,71,61,Dollar Bill,12,95,76,Red,Dollar Bill
"Grid17(21,8)",186,59,89,Dollar Bill,190,95,73,Dollar Bill,186,51,55,Dollar Bill,177,52,5,Pistachio,Dollar Bill
"Grid17(22,8)",182,68,86,Dollar Bill,181,69,91,Dollar Bill,185,58,94,Dollar Bill,163,52,51,Pastel Green,Dollar Bill
"Grid17(23,8)",181,78,55,Dollar Bill,193,98,88,Dollar Bill,186,65,69,Dollar Bill,135,75,69,Celadon,Dollar Bill
"Grid17(24,8)",182,74,96,Dollar Bill,188,79,51,Dollar Bill,181,51,66,Dollar Bill,145,31,10,Celadon,Dollar Bill
"Grid17(25,8)",182,90,77,Dollar Bill,183,57,88,Dollar Bill,183,75,95,Dollar Bill,248,91,26,India Green,Dollar Bill
"Grid17(26,8)",192,96,98,Dollar Bill,181,60,97,Dollar Bill,184,69,53,Dollar Bill,346,76,50,Red,Dollar Bill
"Grid17(27,8)",194,61,87,Dollar Bill,184,98,97,Dollar Bill,188,70,85,Dollar Bill,21,23,39,Orange,Dollar Bill
"Grid17(28,8)",193,80,85,Dollar Bill,186,76,62,Dollar Bill,180,87,72,Dollar Bill,154,72,15,Pastel Green,Dollar Bill
"Grid17(29,8)",191,56,67,Dollar Bill,193,86,64,Dollar Bill,193,98,83,Dollar Bill,124,30,24,Bright Green,Dollar Bill
"Grid17(30,8)",183,56,54,Dollar Bill,182,75,89,Dollar Bill,188,84,86,Dollar Bill,214,37,5,Dark Pastel Green,Dollar Bill
"Grid17(0,9)",183,81,83,Dollar Bill,193,77,95,Dollar Bill,192,95,50,Dollar Bill,275,47,32,Indigo,Dollar Bill
"Grid17(1,9)",181,77,98,Dollar Bill,192,65,56,Dollar Bill,190,87,59,Dollar Bill,32,76,53,Orange,Dollar Bill
"Grid17(2,9)",181,58,96,Dollar Bill,180,71,72,Dollar Bill,188,93,88,Dollar Bill,86,86,36,Inchworm,Dollar Bill
"Grid17(3,9)",183,52,55,Dollar Bill,187,100,69,Dollar Bill,191,61,72,Dollar Bill,7,96,6,Red,Dollar Bill
"Grid17(4,9)",193,55,58,Dollar Bill,184,63,81,Dollar Bill,187,75,85,Dollar Bill,212,14,18,Dark Pastel Green,Dollar Bill
"Grid17(5,9)",184,63,82,Dollar Bill,192,100,56,Dollar Bill,182,67,91,Dollar Bill,144,96,39,Celadon,Dollar Bill
"Grid17(6,9)",180,75,83,Dollar Bill,184,65,92,Dollar Bill,191,85,72,Dollar Bill,255,16,63,Blue,Dollar Bill
"Grid17(7,9)",180,71,68,Dollar Bill,186,79,99,Dollar Bill,191,50,95,Dollar Bill,56,0,92,Yellow,Dollar Bill
"Grid17(8,9)",184,86,78,Dollar Bill,180,77,86,Dollar Bill,194,57,73,Dollar Bill,139,0,24,Celadon,Dollar Bill
"Grid17(9,9)",183,88,64,Dollar Bill,185,57,60,Dollar Bill,184,84,56,Dollar Bill,118,73,73,Lawn Green,Dollar Bill
"Grid17(10,9)",182,67,61,Dollar Bill,183,71,97,Dollar Bill,193,87,60,Dollar Bill,277,21,16,Indigo,Dollar Bill
"Grid17(11,9)",184,56,99,Dollar Bill,187,99,69,Dollar Bill,182,91,54,Dollar Bill,170,40,33,Pistachio,Dollar Bill
"Grid17(12,9)",190,54,86,Dollar Bill,184,85,91,Dollar Bill,184,83,64,Dollar Bill,173,57,10,Pistachio,Dollar Bill
"Grid17(13,9)",190,67,64,Dollar Bill,187,53,69,Dollar Bill,185,90,57,Dollar Bill,273,100,25,Indigo,Dollar Bill
"Grid17(14,9)",189,67,55,Dollar Bill,191,67,87,Dollar Bill,186,69,78,Dollar Bill,312,66,92,Dark Olive Green,Dollar Bill
"Grid17(15,9)",189,66,86,Dollar Bill,186,73,98,Dollar Bill,190,58,68,Dollar Bill,218,58,37,Dark Pastel Green,Dollar Bill
"Grid17(16,9)",183,57,83,Dollar Bill,193,78,89,Dollar Bill,190,79,74,Dollar Bill,32,47,27,Orange,Dollar Bill
"Grid17(17,9)",188,83,61,Dollar Bill,182,95,98,Dollar Bill,181,71,70,Dollar Bill,133,77,56,Bright Green,Dollar Bill
"Grid17(18,9)",184,83,72,Dollar Bill,182,79,73,Dollar Bill,188,63,75,Dollar Bill,30,5,54,Orange,Dollar Bill
"Grid17(19,9)",191,96,64,Dollar Bill,193,91,54,Dollar Bill,184,77,83,Dollar Bill,343,39,38,Green,Dollar Bill
"Grid17(20,9)",193,92,69,Dollar Bill,184,56,94,Dollar Bill,191,72,50,Dollar Bill,23,40,66,Orange,Dollar Bill
"Grid17(21,9)",184,72,56,Dollar Bill,190,72,59,Dollar Bill,191,86,77,Dollar Bill,180,85,37,Dollar Bill,Dollar Bill
"Grid17(22,9)",182,94,52,Dollar Bill,186,75,59,Dollar Bill,184,72,76,Dollar Bill,196,60,66,Asparagus,Dollar Bill
"Grid17(23,9)",193,85,79,Dollar Bill,187,68,79,Dollar Bill,188,54,52,Dollar Bill,204,97,91,Asparagus,Dollar Bill
"Grid17(24,9)",185,86,58,Dollar Bill,192,51,88,Dollar Bill,182,67,92,Dollar Bill,82,30,33,Inchworm,Dollar Bill
"Grid17(25,9)",181,61,91,Dollar Bill,183,75,68,Dollar Bill,193,51,88,Dollar Bill,154,83,74,Pastel Green,Dollar Bill
"Grid17(26,9)",182,62,75,Dollar Bill,183,85,72,Dollar Bill,183,78,85,Dollar Bill,20,69,80,Orange,Dollar Bill
"Grid17(27,9)",187,57,97,Dollar Bill,190,65,93,Dollar Bill,194,78,90,Dollar Bill,12,68,21,Red,Dollar Bill
"Grid17(28,9)",183,80,51,Dollar Bill,187,93,86,Dollar Bill,180,68,61,Dollar Bill,204,94,75,Asparagus,Dollar Bill
"Grid17(29,9)",180,54,69,Dollar Bill,183,96,93,Dollar Bill,180,93,84,Dollar Bill,229,99,26,Camouflage Green,Dollar Bill
"Grid17(30,9)",182,87,63,Dollar Bill,194,57,76,Dollar Bill,185,81,81,Dollar Bill,223,25,56,Dark Pastel Green,Dollar Bill
"Grid17(0,10)",184,72,78,Dollar Bill,180,68,77,Dollar Bill,194,63,63,Dollar Bill,141,88,92,Celadon,Dollar Bill
"Grid17(1,10)",189,54,60,Dollar Bill,189,94,64,Dollar Bill,181,62,50,Dollar Bill,111,36,62,Lawn Green,Dollar Bill
"Grid17(2,10)",184,69,84,Dollar Bill,190,92,70,Dollar Bill,183,93,88,Dollar Bill,319,95,82,Rifle Green,Dollar Bill
"Grid17(3,10)",186,73,91,Dollar Bill,191,75,58,Dollar Bill,193,53,85,Dollar Bill,122,36,10,Bright Green,Dollar Bill
"Grid17(4,10)",182,58,82,Dollar Bill,194,60,87,Dollar Bill,182,91,99,Dollar Bill,80,21,43,Inchworm,Dollar Bill
"Grid17(5,10)",182,74,73,Dollar Bill,187,72,96,Dollar Bill,188,63,90,Dollar Bill,195,90,96,Asparagus,Dollar Bill
"Grid17(6,10)",180,94,59,Dollar Bill,181,94,50,Dollar Bill,184,98,90,Dollar Bill,85,23,83,Inchworm,Dollar Bill
"Grid17(7,10)",191,65,56,Dollar Bill,193,66,70,Dollar Bill,180,77,65,Dollar Bill,225,56,3,Camouflage Green,Dollar Bill
"Grid17(8,10)",193,67,94,Dollar Bill,193,100,77,Dollar Bill,191,59,69,Dollar Bill,187,90,100,Dollar Bill,Dollar Bill
"Grid17(9,10)",193,95,93,Dollar Bill,183,99,54,Dollar Bill,184,87,50,Dollar Bill,334,75,25,Green,Dollar Bill
"Grid17(10,10)",183,98,99,Dollar Bill,190,63,71,Dollar Bill,194,73,67,Dollar Bill,178,34,51,Pistachio,Dollar Bill
"Grid17(11,10)",187,55,54,Dollar Bill,189,99,75,Dollar Bill,189,82,75,Dollar Bill,317,31,25,Rifle Green,Dollar Bill
"Grid17(12,10)",183,52,84,Dollar Bill,182,66,76,Dollar Bill,194,67,90,Dollar Bill,68,86,71,Yellow,Dollar Bill
"Grid17(13,10)",189,92,78,Dollar Bill,186,98,54,Dollar Bill,189,92,68,Dollar Bill,45,94,87,Yellow,Dollar Bill
"Grid17(14,10)",191,80,97,Dollar Bill,188,58,84,Dollar Bill,182,99,76,Dollar Bill,206,20,4,Asparagus,Dollar Bill
"Grid17(15,10)",191,82,89,Dollar Bill,183,93,60,Dollar Bill,190,95,90,Dollar Bill,99,7,65,Lawn Green,Dollar Bill
"Grid17(16,10)",194,91,63,Dollar Bill,187,66,96,Dollar Bill,185,97,66,Dollar Bill,278,85,14,Indigo,Dollar Bill
"Grid17(17,10)",181,51,85,Dollar Bill,189,53,76,Dollar Bill,184,92,70,Dollar Bill,333,2,66,Green,Dollar Bill
"Grid17(18,10)",193,97,72,Dollar Bill,187,75,79,Dollar Bill,194,63,59,Dollar Bill,183,53,73,Dollar Bill,Dollar Bill
"Grid17(19,10)",186,85,54,Dollar Bill,185,63,67,Dollar Bill,183,59,76,Dollar Bill,133,100,10,Bright Green,Dollar Bill
"Grid17(20,10)",191,70,69,Dollar Bill,181,65,99,Dollar Bill,192,98,63,Dollar Bill,284,61,26,Indigo,Dollar Bill
"Grid17(21,10)",180,63,71,Dollar Bill,182,59,70,Dollar Bill,180,91,50,Dollar Bill,102,92,29,Lawn Green,Dollar Bill
"Grid17(22,10)",183,89,90,Dollar Bill,190,58,80,Dollar Bill,194,92,97,Dollar Bill,199,97,83,Asparagus,Dollar Bill
"Grid17(23,10)",184,55,93,Dollar Bill,187,63,69,Dollar Bill,181,60,53,Dollar Bill,196,67,14,Asparagus,Dollar Bill
"Grid17(24,10)",185,57,96,Dollar Bill,181,52,74,Dollar Bill,183,91,75,Dollar Bill,13,52,64,Red,Dollar Bill
"Grid17(25,10)",180,73,79,Dollar Bill,182,95,87,Dollar Bill,193,71,81,Dollar Bill,294,65,83,Pink,Dollar Bill
"Grid17(26,10)",189,53,98,Dollar Bill,190,60,70,Dollar Bill,193,53,100,Dollar Bill,57,16,5,Yellow,Dollar Bill
"Grid17(27,10)",194,66,57,Dollar Bill,185,68,65,Dollar Bill,182,57,76,Dollar Bill,138,72,14,Celadon,Dollar Bill
"Grid17(28,10)",190,56,98,Dollar Bill,181,79,93,Dollar Bill,190,75,100,Dollar Bill,260,48,86,Blue,Dollar Bill
"Grid17(29,10)",185,74,54,Dollar Bill,187,51,98,Dollar Bill,186,79,53,Dollar Bill,113,59,14,Lawn Green,Dollar Bill
"Grid17(30,10)",189,58,54,Dollar Bill,181,59,57,Dollar Bill,180,50,68,Dollar Bill,282,76,2,Indigo,Dollar Bill
"Grid17(0,11)",189,83,88,Dollar Bill,192,99,83,Dollar Bill,188,55,77,Dollar Bill,71,75,87,Yellow,Dollar Bill
"Grid17(1,11)",192,87,94,Dollar Bill,193,53,85,Dollar Bill,180,74,98,Dollar Bill,195,100,66,Asparagus,Dollar Bill
"Grid17(2,11)",189,100,60,Dollar Bill,189,53,96,Dollar Bill,187,58,69,Dollar Bill,61,61,34,Yellow,Dollar Bill
"Grid17(3,11)",191,94,79,Dollar Bill,180,51,96,Dollar Bill,186,74,77,Dollar Bill,111,34,65,Lawn Green,Dollar Bill
"Grid17(4,11)",192,54,58,Dollar Bill,194,96,96,Dollar Bill,194,69,65,Dollar Bill,102,36,49,Lawn Green,Dollar Bill
"Grid17(5,11)",189,99,74,Dollar Bill,182,80,51,Dollar Bill,188,67,79,Dollar Bill,357,99,82,Red,Dollar Bill
"Grid17(6,11)",193,72,74,Dollar Bill,194,70,95,Dollar Bill,192,95,60,Dollar Bill,21,44,68,Orange,Dollar Bill
"Grid17(7,11)",193,84,74,Dollar Bill,187,62,60,Dollar Bill,184,56,64,Dollar Bill,150,54,40,Pastel Green,Dollar Bill
"Grid17(8,11)",187,86,100,Dollar Bill,193,63,86,Dollar Bill,190,99,82,Dollar Bill,117,10,94,Lawn Green,Dollar Bill
"Grid17(9,11)",186,64,70,Dollar Bill,186,78,75,Dollar Bill,184,68,63,Dollar Bill,20,91,85,Orange,Dollar Bill
"Grid17(10,11)",185,69,65,Dollar Bill,183,91,83,Dollar Bill,189,100,99,Dollar Bill,174,8,59,Pistachio,Dollar Bill
"Grid17(11,11)",180,85,65,Dollar Bill,193,63,81,Dollar Bill,194,100,90,Dollar Bill,34,98,68,Orange,Dollar Bill
"Grid17(12,11)",182,62,52,Dollar Bill,185,91,96,Dollar Bill,184,82,77,Dollar Bill,97,98,49,Lawn Green,Dollar Bill
"Grid17(13,11)",187,65,85,Dollar Bill,184,58,87,Dollar Bill,194,58,80,Dollar Bill,223,12,98,Dark Pastel Green,Dollar Bill
"Grid17(14,11)",193,54,58,Dollar Bill,194,97,80,Dollar Bill,188,64,80,Dollar Bill,298,90,60,Pink,Dollar Bill
"Grid17(15,11)",187,66,57,Dollar Bill,193,97,90,Dollar Bill,194,59,74,Dollar Bill,95,3,30,Lawn Green,Dollar Bill
"Grid17(16,11)",189,60,99,Dollar Bill,181,96,92,Dollar Bill,187,69,72,Dollar Bill,141,97,72,Celadon,Dollar Bill
"Grid17(17,11)",192,83,64,Dollar Bill,188,60,98,Dollar Bill,182,52,87,Dollar Bill,306,45,19,Dark Olive Green,Dollar Bill
"Grid17(18,11)",188,72,53,Dollar Bill,188,55,63,Dollar Bill,192,61,53,Dollar Bill,117,2,11,Lawn Green,Dollar Bill
"Grid17(19,11)",189,60,78,Dollar Bill,186,97,80,Dollar Bill,189,94,88,Dollar Bill,206,45,10,Asparagus,Dollar Bill
"Grid17(20,11)",182,85,64,Dollar Bill,182,52,50,Dollar Bill,182,68,98,Dollar Bill,340,54,40,Green,Dollar Bill
"Grid17(21,11)",180,76,72,Dollar Bill,193,72,85,Dollar Bill,181,85,50,Dollar Bill,20,93,80,Orange,Dollar Bill
"Grid17(22,11)",183,91,57,Dollar Bill,182,83,95,Dollar Bill,186,55,85,Dollar Bill,79,32,13,Inchworm,Dollar Bill
"Grid17(23,11)",192,76,76,Dollar Bill,181,85,70,Dollar Bill,190,67,72,Dollar Bill,260,49,20,Blue,Dollar Bill
